ID,title,DOI,author,year,journal,abstract
Christian 2021,Latent profile analysis of impulsivity and perfectionism dimensions and associations with psychiatric symptoms.,http://doi.org/10.1016/j.jad.2021.01.076,Christian C and Bridges-Curry Z and Hunt RA and Ortiz AML and Drake JE and Levinson CA,2021,Journal of affective disorders,"BACKGROUND: Impulsivity and perfectionism are transdiagnostic personality factors that have been studied extensively and shown to relate to externalizing and internalizing pathology respectively. Typically, these personality factors are antithesized, with impulsivity characterized by lack of control and perfectionism characterized by rigid overcontrol. METHODS: The current study (N = 1,353 undergraduate students) used latent profile analysis to identify subgroups based on impulsivity and perfectionism dimensions and tested the relations of these subgroups with the symptomatology of ten prevalent types of psychopathology (depression, worry, social anxiety, attention-deficit hyperactivity disorder inattentive subtype, attention-deficit hyperactivity disorder impulsive-hyperactive subtype, alcohol use, obsessive-compulsive disorder, posttraumatic stress disorder, restrictive eating pathology, and binge eating pathology). RESULTS: The latent profile analysis identified four meaningful subgroups: high perfectionism, high impulsivity, combined impulsivity and perfectionism, and low impulsivity and perfectionism. The combined group was the most prevalent, comprising almost half of the sample. Further, the perfectionism group had the highest scores for obsessive-compulsive disorder, worry, and restrictive eating pathology, the impulsivity group had the highest scores for alcohol use disorder, and the combined group had the highest or second-highest scores across all types of psychopathology. LIMITATIONS: Limitations include the undergraduate sample, self-report, cross-sectional study design, and high bivariate residuals. CONCLUSIONS: These findings suggest impulsivity and perfectionism can co-occur. Further, the co-occurrence of these personality traits may heighten risk for psychopathology and help explain comorbidity across internalizing and externalizing disorders. Future research should continue to investigate the presentation, prevalence, and treatment for individuals high in both perfectionism and impulsivity."
Montejo 2022,Identifying neurocognitive heterogeneity in Older Adults with Bipolar Disorder: a cluster analysis.,http://doi.org/10.1016/j.jad.2021.11.028,Montejo L and Jiménez E and Solé B and Murru A and Arbelo N and Benabarre A and Valentí M and Clougher D and Rodríguez MA and Borràs R and Martínez-Arán A and Vieta E and Bonnín CDM and Torrent C,2022,Journal of affective disorders,"BACKGROUND: Cognitive profiles of BD patients show a demonstrated heterogeneity among young and middle-aged patients, but this issue has not yet deeply explored in Older Adults with bipolar disorder (OABD). The aim of the present study was to analyze cognitive variability in a sample of OABD. METHODS: A total of 138 OABD patients and 73 healthy controls were included in this study. A comprehensive neuropsychological assessment was administered. We performed a k-means cluster analysis method based on the neurocognitive performance to detect heterogeneous subgroups. Demographic, clinical, cognitive and functional variables were compared. Finally, univariate logistic regressions were conducted to detect variables associated with the severity of the cognitive impairment. RESULTS: We identified three distinct clusters based on the severity of cognitive impairment: (1) a preserved group (n = 58; 42%) with similar cognitive performance to HC, (2) a group showing mild cognitive deficits in all cognitive domains (n = 64; 46%) and, finally, (3) a group exhibiting severe cognitive impairment (n = 16; 12%). Older age, late onset, higher number of psychiatric admissions and lower psychosocial functioning were associated with the greatest cognitive impairment. Lower age, more years of education and higher estimated IQ were associated with a preserve cognitive functioning. LIMITATIONS: The small sample size of the severely impaired group. CONCLUSIONS: Cognitive heterogeneity remains at late-life bipolar disorder. Demographic and specific illness factors are related to cognitive dysfunction. Detecting distinct cognitive subgroups may have significant clinical implications for tailoring specific intervention strategies adapted to the level of the impairment and also to prevent cognitive decline."
Stavropoulos 2021a,In search of the optimum structural model for Internet Gaming Disorder.,http://doi.org/10.1186/s12888-021-03148-8,Stavropoulos V and Gomez R and Griffiths MD,2021,BMC psychiatry,"BACKGROUND: Internet gaming Disorder (IGD) constitutes a recently proposed clinical disorder (American Psychiatric Association, Diagnostic and statistical manual of mental disorders, 2013). The present study examined if IGD is best conceptualized as categorical (present/absent), or dimensional (severity ranging from low to high), or both (i.e., hybrid of categorical/dimensional). METHODS: Ratings of the nine DSM-5 IGD symptoms, as presented in the Internet Gaming Disorder Scale 9-Short Form (Pontes & Griffiths, Comput Hum Behav 45:137-143, 2015), from 738 gamers, aged 17 to 72 years, were collected. Confirmatory factor analysis (CFA), latent class analysis (LCA), and factor mixture modelling analysis (FMMA) procedures were applied to determine the optimum IGD model. RESULTS: Although the findings showed most support for a FFMA model with two classes and one factor, there was also good statistical and substantive support for the one-factor CFA model, and the LCA model with three classes. CONCLUSION: It was concluded that while the optimum structure of IGD is most likely to be a hybrid model (i.e., concurrently categorical and dimensional), a uni-dimensional model and/or a three-class categorical model are also plausible."
Consoloni 2021,Trajectories of medication adherence in patients with Bipolar Disorder along 2 years-follow-up.,http://doi.org/10.1016/j.jad.2020.12.192,Consoloni JL and M'Bailara K and Perchec C and Aouizerate B and Aubin V and Azorin JM and Bellivier F and Correard N and Courtet P and Dubertret C and Etain B and Gard S and Haffen E and Leboyer M and Llorca PM and Olié E and Polosan M and Roux P and Schwan R and Samalin L and Belzeaux R,2021,Journal of affective disorders,"BACKGROUND: Bipolar disorder (BD) is a chronic and severe mental illness. It requires a non-discontinued pharmacological treatment to prevent mood recurrences but nonadherence to medication is frequent. To this date, medication adherence in BD has been mostly evaluated in cross-sectional studies and often considered as a stable trait. We aimed to study medication adherence using a prospective person-oriented approach. METHODS: 1627 BD patients were followed on a 2 years period and assessed every 6 months. Medication adherence was evaluated at each visit with the Medication Adherence Rating Scale (MARS). A latent class mixed model (LCMM) was used to identify trajectory classes of adherence over time. Regression analyses and linear mixed model were used to search for predictors and covariables of the trajectories. RESULTS: Three distinct and robust trajectories of medication adherence have been identified: one that starts poorly and keeps deteriorating (4.8%), one that starts poorly but improves (9%) and one that starts well and keeps improving (86.2%). A good tolerance to psychotropic medications, low depressive symptoms, the absence of comorbid eating disorders and anticonvulsant medication were associated to a better prognosis of adherence. Along the follow-up, the lower were the depressive symptoms, the better was the medication adherence (p < .001) LIMITATIONS: The use of a single measure of medication adherence although it is a validated instrument and a possible positive selection bias that might limit the generalization of our findings. CONCLUSIONS: This study demonstrates that medication adherence in BD patients is a heterogeneous and potentially variable phenomenon."
Amiet 2020,Young Adults With Higher Motives and Expectancies of Regular Cannabis Use Show Poorer Psychosocial Functioning.,http://doi.org/10.3389/fpsyt.2020.599365,Amiet D and Youssef GJ and Hagg LJ and Lorenzetti V and Parkes L and Solowij N and Yücel M,2020,Frontiers in psychiatry,"Background: Young adults regularly using cannabis represent a uniquely vulnerable yet heterogeneous cohort. Few studies have examined user profiles using cannabis use motives and expectations. The association between user profiles and psychosocial functioning among only regular users remains unexplored. This exploration is important to improve public education efforts and design tailor treatment approaches. Methods: Regular cannabis users (at least weekly; n = 329) completed an online survey via Amazon Mechanical Turk. The survey measured levels of cannabis use, other substance use, motives and expectations of cannabis use, symptoms of psychosis, depression, anxiety and stress, and reckless behavior such as getting high before work or driving under the influence of cannabis. Latent class analysis was performed using motives and expectations to identify data driven patterns of regular cannabis use. Classes were then used to investigate mental health and behavioral correlates of differences in motives and expectations. Results: A 2-class solution provided the best fit to the data; Class 1: Low Motives and Expectancies (n = 158) characterized by lower endorsement across all motivation and expectation variables, and Class 2: High Motives and Expectancies (n = 171) characterized by endorsing multiple motivations, and higher positive and negative expectations of cannabis use. Classes differed in a range of cannabis use variables; e.g., greater proportion of peer use in Class 2. The High Motives and Expectancies users reported higher symptoms of psychosis (positive and negative symptoms), depression, anxiety, and stress. A higher proportion met the criteria for a cannabis use disorder compared with Low Motives and Expectancies users. High Motives and Expectancies users reported higher mean problems with nicotine dependence and illicit drug use other than cannabis and were more likely to get high before work and drive under the influence of cannabis. Conclusions: There is heterogeneity among young regular cannabis users in their motivations and expectancies of use and associated psychosocial functioning. Understanding motives and expectancies can help segregate which users are at higher risk of worse functioning. These findings are timely when designing targeted assessment and treatment strategies, particularly as cannabis is further decriminalized and accessibility increases."
Edwards 2021,"Associations Between Mental Health, Interoception, Psychological Flexibility, and Self-as-Context, as Predictors for Alexithymia: A Deep Artificial Neural Network Approach.",http://doi.org/10.3389/fpsyg.2021.637802,Edwards DJ and Lowe R,2021,Frontiers in psychology,"Background: Alexithymia is a personality trait which is characterized by an inability to identify and describe conscious emotions of oneself and others. Aim: The present study aimed to determine whether various measures of mental health, interoception, psychological flexibility, and self-as-context, predicted through linear associations alexithymia as an outcome. This also included relevant mediators and non-linear predictors identified for particular sub-groups of participants through cluster analyses of an Artificial Neural Network (ANN) output. Methodology: Two hundred and thirty participants completed an online survey which included the following questionnaires: Toronto alexithymia scale; Acceptance and Action Questionnaire 2 (AQQII); Positive and Negative Affect Scale (PANAS-SF), Depression, Anxiety, and Stress Scale 21 (DAS21); Multidimensional Assessment of Interoceptive Awareness (MAIA); and the Self-as-Context (SAC) scale. A stepwise backwards linear regression and mediation analysis were performed, as well as a cluster analysis of the non-linear ANN upper hidden layer output. Results: Higher levels of alexithymia were associated with increased psychological inflexibility, lower positive affect scores, and lower interoception for the subscales of ""not distracting"" and ""attention regulation."" SAC mediated the relation between emotional regulation and total alexithymia. The ANNs accounted for more of the variance than the linear regressions, and were able to identify complex and varied patterns within the participant subgroupings. Conclusion: The findings were discussed within the context of developing a SAC processed-based therapeutic model for alexithymia, where it is suggested that alexithymia is a complex and multi-faceted condition, which requires a similarly complex, and process-based approach to accurately diagnose and treat this condition."
Stavropoulos 2021b,Internet gaming disorder behaviours: a preliminary exploration of individualism and collectivism profiles.,http://doi.org/10.1186/s12888-021-03245-8,Stavropoulos V and Frost TMJ and Brown T and Gill P and Footitt TA and Kannis-Dymand L,2021,BMC psychiatry,"BACKGROUND: Internet Gaming Disorder (IGD) behaviours involve excessive use of Internet games to the extent that one's everyday life is compromised. It has been suggested that IGD symptoms are dependent on whether one is more individualistic or collectivistic. However, the range of potential individualism-collectivismeffects on IGD presentations remains largely unknown. The current study aims to further understanding of the role of individualistic and collectivistic tendencies in IGD, allowing us to develop more gamer centredIGD prevention and intervention strategies. METHODS: One thousand and thirty-twocommunity participants withinternet gaming experience were measured online for IGD symptom's severity using the Internet Gaming Disorder Scale - Short Form (IGDS9-SF) andindividualism-collectivism behavioursvia the Individualism & Collectivism Scale (ICS). Latent Class Analysis (LCA) and T-Tests were performed in relation to their responses. RESULTS: Upon inspection of the LCA output, two profiles of internet gamers were identified. These includedthe Collectivism Aversivegamers (CA; 11%) and the Collectivism Neutral gamers (CN; 89%). The CA gamers displayed significantly higher IGD behaviours overall, and, were higher inpreoccupation, withdrawal symptoms, tolerance, relapse, deception, escapism/mood modification, and functional impairment compared to CN gamers. There were no differences between CA and CN gamers in loss of interest and conflicts with others. CONCLUSIONS: The findings suggest that one's individualism-collectivism orientation can influence the presentation of IGD. Specifically, those who are less collectivistic or are less influenced by social groups willdisplay greater IGD symptoms and present a profile that requires a different intervention from gamers who are more collectivistic. Researchers and clinicians should emphasize the value of belonging in a collective and experiencing equality with others in relation to mental health and gaming patterns."
Oh 2021,Problematic internet use in children according to maternal depression trajectories: A population-based cohort study with 9-year follow-up.,http://doi.org/10.1016/j.jpsychires.2021.07.025,Oh Y and Kim H and Joung YS,2021,Journal of psychiatric research,"OBJECTIVES: We investigated the association between maternal depression trajectories from pregnancy until 2 years postpartum, and problematic internet use in children at nine years of age. METHODS: A total of 1132 mother-child pairs from the Panel Korea Study for Children were used. Maternal depression was assessed repeatedly using the Kessler scale (K-scale) (during pregnancy, and at 6, 12, and 24 months of age). Problematic internet use was assessed in children 9 years old using the K-scale. The children's behavioral problems were assessed using the Child Behavior Checklist at nine years old. Latent profile analysis was used to identify the group trajectories of maternal depression. We compared the severity of problematic internet use of the children according to the maternal depression trajectories. We also identified behavioral problems in children with problematic internet use in each maternal depression trajectory. RESULTS: Trajectory analysis identified three group trajectories of maternal depression: no symptoms (n = 478), mild symptoms (n = 534), and moderate symptoms (n = 120). The mild and moderate maternal depression trajectory groups were more associated with high-risk internet use in 9-year-old children compared to the non-depressed group. In children with high-risk internet use, more severe behavioral problems were reported when their mothers had depression. CONCLUSION: Maternal depression up to two years after childbirth affected problematic internet use in middle childhood."
Chan 2021,The 12-month prevalence of psychotic experiences and their association with clinical outcomes in Hong Kong: an epidemiological and a 2-year follow up studies.,http://doi.org/10.1017/S0033291720001452,Chan SKW and Lee KKW and Chan VHY and Pang HH and Wong CSM and Hui CLM and Chang WC and Lee EHM and Chan WC and Cheung EFC and Chiu HFK and Chiang TP and Lam M and Lau JTF and Ng RMK and Hung SF and Lam LCW and Chen EYH,2021,Psychological medicine,"BACKGROUND: The relationship between the subtypes of psychotic experiences (PEs) and common mental health symptoms remains unclear. The current study aims to establish the 12-month prevalence of PEs in a representative sample of community-dwelling Chinese population in Hong Kong and explore the relationship of types of PEs and common mental health symptoms. METHOD: This is a population-based two-phase household survey of Chinese population in Hong Kong aged 16-75 (N = 5719) conducted between 2010 and 2013 and a 2-year follow-up study of PEs positive subjects (N = 152). PEs were measured with Psychosis Screening Questionnaire (PSQ) and subjects who endorsed any item on the PSQ without a clinical diagnosis of psychotic disorder were considered as PE-positive. Types of PEs were characterized using a number of PEs (single v. multiple) and latent class analysis. All PE-positive subjects were assessed with common mental health symptoms and suicidal ideations at baseline and 2-year follow-up. PE status was also assessed at 2-year follow-up. RESULTS: The 12-month prevalence of PEs in Hong Kong was 2.7% with 21.1% had multiple PEs. Three latent classes of PEs were identified: hallucination, paranoia and mixed. Multiple PEs and hallucination latent class of PEs were associated with higher levels of common mental health symptoms. PE persistent rate at 2-year follow-up was 15.1%. Multiple PEs was associated with poorer mental health at 2-year follow-up. CONCLUSIONS: Results highlighted the transient and heterogeneous nature of PEs, and that multiple PEs and hallucination subtype of PEs may be specific indices of poorer common mental health."
Gao 2021a,Different profiles with multiple risk factors of nonsuicidal self-injury and their transitions during adolescence: A person-centered analysis.,http://doi.org/10.1016/j.jad.2021.08.004,Gao Q and Guo J and Wu H and Huang J and Wu N and You J,2021,Journal of affective disorders,"BACKGROUND: Nonsuicidal self-injury (NSSI) is a serious public health concern among adolescents. However, adolescents with different combinations of NSSI risk factors may constitute different subgroups that vary in subsequent risks of NSSI engagement, and the membership in these subgroups may change during early adolescence. Gender differences related to risk profiles and transition patterns may also exist. This study thus aimed to address these three questions. METHODS: A total of 2,942 participants ranging from 12 to 17 years old (55.2% females; M(age) = 14.60, SD = 1.21) completed a series of questionnaires about NSSI and its risk factors on three occasions, every six months. Latent profile and latent transition analyses were used to examine NSSI risk profiles (subgroups), their transition patterns, and gender differences. RESULTS: Three distinct risk profiles were identified: Low-risk profile, Medium-risk profile, and High-risk profile. The profile membership was fairly stable over one year, and the shift across profiles represented a ""resilient"" pattern. Regarding gender differences, boys were less likely to be in either the Medium- or the High-risk groups, but more likely to transition from the Medium- to the Low-risk group, relative to girls. LIMITATIONS: This study relied upon self-report measures. Additional research is needed to investigate the generalizability of the results to other populations, and to examine more predictors of class membership and transitions. CONCLUSIONS: The results highlight the importance of considering subgroup differences in understanding NSSI risks. Differentiated interventions with multi-pronged approaches tailoring to different risk classes and gender groups may therefore prove more efficient and effective."
Liu 2021b,"The association of phasic irritability (aggressive outbursts) and tonic irritability (irritable mood) to depression occurrences, symptoms, and subtypes.",http://doi.org/10.1016/j.jad.2021.06.012,Liu Q and Cole DA,2021,Journal of affective disorders,"BACKGROUND: Research among adults has rarely differentiated between tonic irritability (i.e., irritable mood) and phasic irritability (i.e., aggressive outbursts) with respect to multiple dimensions of depression. The current study explored both tonic and phasic irritability in relation to depression severity, depression chronicity, age of depression onset, individual depressive symptom, and depression subtypes. METHODS: The study included participants (N = 5692) from the National Comorbidity Survey - Replication (NCS-R) part two. The NCS-R used lay-administered, fully standardized diagnostic interviews. The current study implemented linear models, generalized linear models, Cox proportional hazard model, and latent class regression. RESULTS: Both types of irritability were significantly associated with greater risk for MDD diagnosis, as well as risk for having at least one depressive symptom, early MDE onset, and MDE chronicity. Both phasic and tonic irritability were associated with greater odds of specific depressive symptoms and were differentially related to distinct depressive symptom constellations. Phasic irritability related only to severe depression. Lastly, both phasic and tonic irritability was associated with suicidal ideation, but only phasic irritability was associated with a suicide plan and attempt, above and beyond depression subtypes. CONCLUSIONS: Both phasic and tonic irritability differentially related to almost all aspects of depression in adults. Specifically, tonic irritability showed overall stronger associations with various depressive features, whereas phasic irritability marked higher depressive severity."
Lloyd 2020,Food Folio by Columbia Center for Eating Disorders: A Freely Available Food Image Database.,http://doi.org/10.3389/fpsyg.2020.585044,Lloyd EC and Shehzad Z and Schebendach J and Bakkour A and Xue AM and Assaf NF and Jilani R and Walsh BT and Steinglass J and Foerde K,2020,Frontiers in psychology,"Food images are useful stimuli for the study of cognitive processes as well as eating behavior. To enhance rigor and reproducibility in task-based research, it is advantageous to have stimulus sets that are publicly available and well characterized. Food Folio by Columbia Center for Eating Disorders is a publicly available set of 138 images of Western food items. The set was developed for the study of eating disorders, particularly for use in tasks that capture eating behavior characteristic of these illnesses. It contains foods that are typically eaten, as well as those typically avoided, by individuals with eating disorders. Each image has now been rated across 17 different attributes by a large general United States population sample via Amazon's Mechanical Turk (n = 1054). Ratings included subjective attributes (e.g., tastiness, healthiness, and favorable texture) as well as estimates of nutrient content (e.g., fat and carbohydrate). Each participant rated a subset of stimulus set food items (46 foods) on all 17 dimensions. Additional description of the image set is provided in terms of physical image information and accurate nutritional information. Correlations between subjective ratings were calculated and an exploratory factor analysis and exploratory cluster analysis completed. Outcomes of the factor analysis suggested foods may be described along three latent factors of healthiness, tastiness, and umami taste; the cluster analysis highlighted five distinct clusters of foods varying on these same dimensions. Descriptive outcomes indicated that the stimulus set includes a range of foods that vary along multiple dimensions and thus is likely to be useful in addressing various research questions surrounding eating behavior and cognition in healthy populations, as well as in those with eating disorders. The provision of comprehensive descriptive information allows for stimulus selection that is optimized for a given research question and promotes strong inference."
Morgan 2021,Rethinking the course of psychotic disorders: modelling long-term symptom trajectories.,http://doi.org/10.1017/S0033291720004705,Morgan C and Dazzan P and Lappin J and Heslin M and Donoghue K and Fearon P and Jones PB and Murray RM and Doody GA and Reininghaus U,2021,Psychological medicine,"BACKGROUND: The clinical course of psychotic disorders is highly variable. Typically, researchers have captured different course types using broad pre-defined categories. However, whether these adequately capture symptom trajectories of psychotic disorders has not been fully assessed. Using data from AESOP-10, we sought to identify classes of individuals with specific symptom trajectories over a 10-year follow-up using a data-driven approach. METHOD: AESOP-10 is a follow-up, at 10 years, of 532 incident cases with a first episode of psychosis initially identified in south-east London and Nottingham, UK. Using extensive information on fluctuations in the presence of psychotic symptoms, we fitted growth mixture models to identify latent trajectory classes that accounted for heterogeneity in the patterns of change in psychotic symptoms over time. RESULTS: We had sufficient data on psychotic symptoms during the follow-up on 326 incident patients. A four-class quadratic growth mixture model identified four trajectories of psychotic symptoms: (1) remitting-improving (58.5%); (2) late decline (5.6%); (3) late improvement (5.4%); (4) persistent (30.6%). A persistent trajectory, compared with remitting-improving, was associated with gender (more men), black Caribbean ethnicity, low baseline education and high disadvantage, low premorbid IQ, a baseline diagnosis of non-affective psychosis and long DUP. Numbers were small, but there were indications that those with a late decline trajectory more closely resembled those with a persistent trajectory. CONCLUSION: Our current approach to categorising the course of psychotic disorders may misclassify patients. This may confound efforts to elucidate the predictors of long-term course and related biomarkers."
Rabelo-da-Ponte 2021,From phone use to speeding and driving under influence: Identifying clusters of driving risk behaviors as an opportunity for targeted interventions.,http://doi.org/10.1016/j.jpsychires.2020.11.025,Rabelo-da-Ponte FD and Scherer JN and Roglio V and Borges EN and Galland F and Sousa T and Passos IC and von Diemen L and Kessler F and Pechansky F,2021,Journal of psychiatric research,"Identifying the profile of risky behaviors among drivers is central to propose effective interventions. Due to the multidimensional and overlapping aspects of risky driving behaviors, cluster analysis can provide additional insights in order to identify specific subgroups of risk. This study aimed to identify clusters of driving risk behavior (DRB) among car drivers, and to verify intra-cluster differences concerning clinical and sociodemographic variables. We approached a total of 12,231 drivers and we included 6392 car drivers. A cluster algorithm was used to identify groups of car drivers in relation to the DRB: driving without a seat belt (SB), exceeding the speed limit (SPD), using a cell phone while driving (CELL), and driving after drinking alcohol (DUI). The algorithm classified drivers within five different DRB profiles. In cluster 1 (20.1%), subjects with a history of CELL. In cluster 2 (41.4%), drivers presented no DRB. In cluster 3 (9.3%), all drivers presented SPD. In cluster 4 (12.5%), drivers presented all DRB. In cluster 5 (16.6%), all drivers presented DUI. Clusters with DUI-related offenses (4 and 5) comprised more men (81.9 and 78.8%, respectively) than the overall sample (63.4%), with more binge drinking (50.9 and 45.7%) and drug use in the previous year (13.5 and 8.6%). Cluster 1 had a high years of education (14.4 ± 3.4) and the highest personal income (Md = 3000 IQR [2000-5000]). Cluster 2 had older drivers (46.6 ± 15), and fewer bingers (10.9%). Cluster 4 had the youngest drivers (34.4 ± 11.4) of all groups. Besides reinforcing previous literature data, our study identified five unprecedented clusters with different profiles of drivers regarding DRB. We identified an original and heterogeneous group of drivers with only CELL misuse, as well as other significant differences among clusters. Hence, our findings show that targeted interventions must be developed for each subgroup in order to effectively produce safe behavior in traffic."
Coid 2021b,Testing extra-linearity across a psychosis continuum.,http://doi.org/10.1186/s12888-021-03498-3,Coid JW and Zhang Y and Zeng J and Li X and Lv Q and Tang W and Wang Q and Deng W and Guo W and Zhao L and Ma X and Meng Y and Li M and Wang H and Chen T and Yang M and Li T,2021,BMC psychiatry,"BACKGROUND: It is unclear whether psychotic experiences (PEs) gradually merge into states of clinical psychosis along a continuum which correspond to a dimensional classification or whether latent classes appear above a certain severity threshold which correspond better to diagnostic categories of psychosis. METHODS: Annual cross-sectional surveys, 2014-19, among Chinese undergraduates (N = 47,004) measured PEs, depression and etiological risk factors using standardized self-report instruments. We created a psychosis continuum with five levels and tested linear and extra-linear contrasts in associated etiological risk factors, before and after adjustment for depression. We carried out latent class analysis. RESULTS: Categorical expression of psychosis, including hallucinations and delusions, nuclear symptoms, and nuclear symptoms and depression were found at severe level 5. Etiological risk factors which impacted linearly across the continuum were more common for depression. Child maltreatment impacted extra-linearly on both psychosis and depression. Family history of psychosis impacted linearly on psychosis; male sex and urban birth impacted extra-linearly and were specific for psychosis. Four latent classes were found, but only at level 5. These corresponded to nuclear schizophrenia symptoms, nuclear schizophrenia and depressive symptoms, severe depression, and an unclassified category with moderate prevalence of PEs. CONCLUSION: Quantitative and qualitative changes in the underlying structure of psychosis were observed at the most severe level along a psychosis continuum, where four latent classes emerged. These corresponded to existing categorical classifications but require confirmation with clinical interview. PEs are non-specific and our findings suggest some are on a continuum with depression, whilst others are on a continuum with non-affective psychosis. Differing patterns of impact from etiological risk factors across the spectrum of psychopathology determine outcome at the most severe level of these continua."
Romero 2021,Impact of Users' Attitudes Toward Anonymous Internet Interventions for Cannabis vs. Alcohol Use: A Secondary Analysis of Data From Two Clinical Trials.,http://doi.org/10.3389/fpsyt.2021.730153,Romero D and Johansson M and Hermansson U and Lindner P,2021,Frontiers in psychiatry,"Background: Numerous trials have demonstrated the efficacy of internet interventions targeting alcohol or cannabis use, yet a substantial proportion of users do not benefit from the format, warranting further research to identify moderators of treatment effects. Users' initial attitudes toward treatment is a potential moderator, yet no previous study has investigated users' attitudes in the context of internet interventions for addictive disorders. Method: In this secondary analysis on two internet-based trials targeting harmful alcohol use (n = 1,169) and regular cannabis use (n = 303), respectively, we compared user groups' attitudes at the item level; explored within-group heterogeneity by submitting attitude scores to a k-means cluster analysis; and investigated whether latent subgroups in each user group moderated the treatment effects. Outcome models were run using generalized linear models with 10,000 bias-corrected bootstraps accounting for subject-level clustering. Results: While substance groups and latent subgroups converged in enjoying the anonymity provided by the format, their interest toward treatment differed. Outcome analyses revealed a significant and negative time by subgroup effect on grams of cannabis consumed and screening test score (CAST), favoring the subgroup with positive treatment attitudes. There were not any significant effects of subgroup on alcohol consumption. Despite initial treatment reluctance, participants in the neutral subgroup decreased their cannabis use (gram) significantly when receiving the intervention vs. control. Conclusions: This first, exploratory study revealed key differences between substance groups' attitudes, but more importantly that within-group heterogeneity appear to affect cannabis outcomes. Assessing attitudes could be key in patient-treatment matching, yet more research is needed."
Zhang 2021,"Impulsivity, Social Support and Depression Are Associated With Latent Profiles of Internet Addiction Among Male College Freshmen.",http://doi.org/10.3389/fpsyt.2021.642914,Zhang Y and Liu Z and Zhao Y,2021,Frontiers in psychiatry,"Background: The rate of internet addiction is increasing in college students. The first year at college is a particularly vulnerable period for internet addiction. Students' psychological characteristics are likely to play an important role in internet addiction. Our study aimed to assess the relationship between impulsivity, social support, depression and internet addiction among male college freshmen. Materials and Methods: The current study utilized latent profile analysis (LPA) to identify at-risk profiles among 734 college freshmen (100% male) based on their Internet Addiction Test item ratings. We compared the levels of impulsivity, social support and depression among different profiles and investigated whether these variables could predict each latent internet addiction class. Results: LPA resulted in three distinct profiles: the low internet addiction group (42.10%), the moderate internet addiction group (35.70%) and the high internet addiction group (22.20%). Impulsivity and depression increased with internet addiction severity levels, whereas social support was inversely related to the severity of internet addiction. Male freshmen with high impulsivity, low social support and high depression were more likely to be included in the high internet addiction group. Conclusion: This study highlights that impulsivity, social support and depression may predict internet addiction in male college freshmen. Our findings have important practical implications for college educators and counselors in developing interventions for internet addiction."
Sforza 2021,Depressive and stress symptoms in insomnia patients predict group cognitive-behavioral therapy for insomnia long-term effectiveness: A data-driven analysis.,http://doi.org/10.1016/j.jad.2021.04.021,Sforza M and Galbiati A and Zucconi M and Casoni F and Hensley M and Ferini-Strambi L and Castronovo V,2021,Journal of affective disorders,"BACKGROUND: Insomnia Disorder is characterized by high degree of phenotypic heterogeneity, that might influence treatment response. METHODS: 123 of 294 insomnia patients initially recruited (66.7% females, age=40.59±11.89) were assessed before and after group Cognitive-Behavioral Therapy for Insomnia (CBT-I), as well as at follow-up (7.8±1.6 years after the end-of-treatment). By use of latent class analysis (LCA) we identified insomnia subtypes according with baseline scores of insomnia severity and features, anxiety, depression, stress and sleepiness symptoms, circadian rhythm, and treatment effectiveness (Delta score of Insomnia Severity Index-ISI between baseline and end-of-treatment). RESULTS: By LCA we revealed three classes: ""PURE INSOMNIA"", ""INSOMNIA+ANXIETY+DEPRESSION+STRESS"", and ""INSOMNIA+ANXIETY"". The improvements in insomnia severity was maintained up to 10 years after the end-of-treatment, but with differences between classes (p<0.05). Class ""INSOMNIA+ANXIETY+DEPRESSION+STRESS"" showed at the end-of-treatment the largest percentage of responders (63.5% = Insomnia Severity Index decrease ≥8). However, at follow up the effect was less and 48.1% had a moderate or severe insomnia (Insomnia Severity Index >14). LIMITATIONS: The lack of a control group and the absence of a complete clinical assessment at the follow-up limit the interpretability of our results. CONCLUSIONS: Our data driven analysis suggest insomnia heterogeneity can be categorized into sub-classes by depression, anxiety, and stress symptoms. In addition, insomnia patients with stress and depression symptoms maintained highest percentage of clinical depression at the end-of-treatment and insomnia at follow-up, in comparison with others classes. Stress and depression symptoms should be considered risk factors that play an important role in the long-term outcome of CBT-I."
Mehulić 2021,"Mental Health in Affectionate, Antagonistic, and Ambivalent Relationships During the COVID-19 Pandemic: A Latent Profile Analysis.",http://doi.org/10.3389/fpsyg.2021.631615,Mehulić J and Kamenov Ž,2021,Frontiers in psychology,"The ongoing coronavirus disease-2019 (COVID-19) pandemic presents an acute stressor affecting mental health. In these stressful times, intimate relationships functioning could serve as a protective or a risk factor to the well-being of partners. Adult Croatian citizens engaged in intimate relationships (N = 727) reported their relationship characteristics and assessed symptoms of depression, anxiety, and stress during the state lockdown in May 2020. Three relationship profiles based on variations in key relationship characteristics were identified using latent profile analysis. Profiles represented distinct relationship types described as affectionate, ambivalent, and antagonistic relationships. These relationship types differed in their levels of love and perception of humility, responsiveness, and behavior of the partner. Relationship type was associated with mental health symptoms such as depression, anxiety, and stress during the COVID-19 pandemic and state lockdown. Being in an affectionate relationship was associated with the lowest levels of depression, anxiety, and stress, while in an antagonistic relationship these are in the highest levels. Ambivalent relationships were characterized by moderate levels on all measured mental health indicators with no difference in anxiety compared with affectionate relationships. The results emphasized the link between relationship functioning and successful coping with mental health hazards such as the fear of disease or restrictive measures put in place to contain the COVID-19 pandemic."
